排名,英文,語料次數,頻率層,詞性,中文,學習優先度,類型,過去式,過去分詞,不規則,筆記
356,sent,319,01｜最高頻,,,A 基礎優先,,,,,
357,troops,319,01｜最高頻,,,A 基礎優先,,,,,
358,half,318,01｜最高頻,n.,一半,B 中高級核心,名詞,—,—,—,
359,south,318,01｜最高頻,,,A 基礎優先,,,,,
360,business,316,01｜最高頻,n.,生意；企業,A 基礎必會,名詞,—,—,—,
361,officers,316,01｜最高頻,,,A 基礎優先,,,,,
362,became,314,01｜最高頻,,,A 基礎優先,,,,,
363,within,313,01｜最高頻,功能字,在…之內,A 基礎必會,文法／連接／介系詞,—,—,—,
364,mother,312,01｜最高頻,n.,母親,B 中高級核心,名詞,—,—,—,
365,england,311,01｜最高頻,,,A 基礎優先,,,,,
366,commander,310,01｜最高頻,,,A 基礎優先,,,,,
367,year,309,01｜最高頻,n.,年,B 中高級核心,名詞,—,—,—,
368,pp,308,01｜最高頻,,,A 基礎優先,,,,,
369,taking,304,01｜最高頻,,,A 基礎優先,,,,,
370,themselves,304,01｜最高頻,,,A 基礎優先,,,,,
371,wound,304,01｜最高頻,,,A 基礎優先,,,,,
372,pain,303,01｜最高頻,n.,疼痛,B 中高級核心,名詞,—,—,—,
373,thing,303,01｜最高頻,n.,事情；物品,B 中高級核心,名詞,—,—,—,
374,number,301,01｜最高頻,n.,數字,B 中高級核心,名詞,—,—,—,
375,leave,300,01｜最高頻,v.,離開；留下,A 基礎必會,動詞,left,left,是,
376,america,299,01｜最高頻,,,A 基礎優先,,,,,
377,above,298,01｜最高頻,功能字,在…上方,A 基礎必會,文法／連接／介系詞,—,—,—,
378,added,298,01｜最高頻,,,A 基礎優先,,,,,
379,party,298,01｜最高頻,n.,派對；政黨,B 中高級核心,名詞,—,—,—,
380,word,298,01｜最高頻,n.,單字,B 中高級核心,名詞,—,—,—,
381,parts,296,01｜最高頻,,,A 基礎優先,,,,,
382,table,296,01｜最高頻,n.,桌子；表格,B 中高級核心,名詞,—,—,—,
383,home,295,01｜最高頻,n.,家,B 中高級核心,名詞,—,—,—,
384,lay,295,01｜最高頻,,,A 基礎優先,,,,,
385,anna,294,01｜最高頻,,,A 基礎優先,,,,,
386,find,294,01｜最高頻,v.,找到；發現,A 基礎必會,動詞,found,found,是,
387,boris,293,01｜最高頻,,,A 基礎優先,,,,,
388,either,293,01｜最高頻,功能字,兩者之一,A 基礎必會,文法／連接／介系詞,—,—,—,
389,near,293,01｜最高頻,,,A 基礎優先,,,,,
390,tissues,293,01｜最高頻,,,A 基礎優先,,,,,
391,constitution,292,01｜最高頻,,,A 基礎優先,,,,,
392,enemy,292,01｜最高頻,,,A 基礎優先,,,,,
393,continued,291,01｜最高頻,,,A 基礎優先,,,,,
394,fact,291,01｜最高頻,n.,事實,A 基礎必會,名詞,—,—,—,
395,high,290,01｜最高頻,adj.,高的,B 中高級核心,形容詞,—,—,—,
396,letter,290,01｜最高頻,n.,信；字母,B 中高級核心,名詞,—,—,—,
397,four,289,01｜最高頻,,,A 基礎優先,,,,,
398,project,288,01｜最高頻,n.,專案,B 中高級核心,名詞,—,—,—,
399,public,288,01｜最高頻,adj.,公共的,B 中高級核心,形容詞,—,—,—,
400,red,288,01｜最高頻,,,A 基礎優先,,,,,
401,common,287,01｜最高頻,adj.,常見的,A 基礎必會,形容詞,—,—,—,
402,held,287,01｜最高頻,,,A 基礎優先,,,,,
403,talk,287,01｜最高頻,v.,談話,A 基礎必會,動詞,talked,talked,否,
404,example,286,01｜最高頻,n.,例子,A 基礎必會,名詞,—,—,—,
405,west,286,01｜最高頻,,,A 基礎優先,,,,,
406,illustration,285,01｜最高頻,,,A 基礎優先,,,,,
407,important,285,01｜最高頻,adj.,重要的,B 中高級核心,形容詞,—,—,—,
408,national,285,01｜最高頻,adj.,國家的,B 中高級核心,形容詞,—,—,—,
409,cried,283,01｜最高頻,,,A 基礎優先,,,,,
410,friend,283,01｜最高頻,n.,朋友,A 基礎必會,名詞,—,—,—,
411,carried,282,01｜最高頻,,,A 基礎優先,,,,,
412,entered,282,01｜最高頻,,,A 基礎優先,,,,,
413,got,280,01｜最高頻,,,A 基礎優先,,,,,
414,nor,280,01｜最高頻,,,A 基礎優先,,,,,
415,received,280,01｜最高頻,,,A 基礎優先,,,,,
416,second,280,01｜最高頻,,,A 基礎優先,,,,,
417,five,279,01｜最高頻,,,A 基礎優先,,,,,
418,land,279,01｜最高頻,,,A 基礎優先,,,,,
419,surface,279,01｜最高頻,n.,表面,B 中高級核心,名詞,—,—,—,
420,light,278,01｜最高頻,n.,光,B 中高級核心,名詞,—,—,—,
421,cannot,277,01｜最高頻,,,A 基礎優先,,,,,
422,next,277,01｜最高頻,,,A 基礎優先,,,,,
423,used,276,01｜最高頻,,,A 基礎優先,,,,,
424,glands,275,01｜最高頻,,,A 基礎優先,,,,,
425,different,274,01｜最高頻,adj.,不同的,A 基礎必會,形容詞,—,—,—,
426,ever,274,01｜最高頻,adv.,曾經,A 基礎必會,副詞,—,—,—,
427,fire,274,01｜最高頻,n.,火,A 基礎必會,名詞,—,—,—,
428,itself,273,01｜最高頻,,,A 基礎優先,,,,,
429,union,273,01｜最高頻,,,A 基礎優先,,,,,
430,really,272,01｜最高頻,adv.,真的；非常,B 中高級核心,副詞,—,—,—,
431,twenty,272,01｜最高頻,,,A 基礎優先,,,,,
432,around,271,01｜最高頻,adv.,在周圍；大約,A 基礎必會,副詞,—,—,—,
433,early,270,01｜最高頻,adv.,提早,A 基礎必會,副詞,—,—,—,
434,saying,270,01｜最高頻,,,A 基礎優先,,,,,
435,sitting,269,01｜最高頻,,,A 基礎優先,,,,,
436,best,268,01｜最高頻,adj.,最好的,A 基礎必會,形容詞,—,—,—,
437,petya,268,01｜最高頻,,,A 基礎優先,,,,,
438,full,267,01｜最高頻,adj.,滿的；完整的,A 基礎必會,形容詞,—,—,—,
439,better,266,01｜最高頻,adj.,更好的,A 基礎必會,形容詞,—,—,—,
440,british,265,01｜最高頻,,,A 基礎優先,,,,,
441,evening,265,01｜最高頻,,,A 基礎優先,,,,,
442,gutenberg,263,01｜最高頻,,,A 基礎優先,,,,,
443,arm,262,01｜最高頻,n.,手臂,A 基礎必會,名詞,—,—,—,
444,bones,262,01｜最高頻,,,A 基礎優先,,,,,
445,horses,262,01｜最高頻,,,A 基礎優先,,,,,
446,name,262,01｜最高頻,n.,名字,B 中高級核心,名詞,—,—,—,
447,political,260,01｜最高頻,adj.,政治的,B 中高級核心,形容詞,—,—,—,
448,road,260,01｜最高頻,n.,道路,B 中高級核心,名詞,—,—,—,
449,since,260,01｜最高頻,功能字,自從；因為,A 基礎必會,文法／連接／介系詞,—,—,—,
450,together,260,01｜最高頻,adv.,一起,B 中高級核心,副詞,—,—,—,
451,thousand,259,01｜最高頻,,,A 基礎優先,,,,,
452,cold,257,01｜最高頻,n./adj.,感冒,A 基礎必會,名詞；形容詞,—,—,—,
453,o,257,01｜最高頻,,,A 基礎優先,,,,,
454,heart,256,01｜最高頻,n.,心臟；內心,B 中高級核心,名詞,—,—,—,
455,forms,255,01｜最高頻,,,A 基礎優先,,,,,
456,speak,255,01｜最高頻,v.,說話,A 基礎必會,動詞,spoke,spoken,是,
457,shouted,254,01｜最高頻,,,A 基礎優先,,,,,
458,means,253,01｜最高頻,,,A 基礎優先,,,,,
459,ask,251,01｜最高頻,v.,詢問；要求,A 基礎必會,動詞,asked,asked,否,
460,kept,251,01｜最高頻,,,A 基礎優先,,,,,
461,impossible,250,01｜最高頻,adj.,不可能的,B 中高級核心,形容詞,—,—,—,
462,arms,249,01｜最高頻,,,A 基礎優先,,,,,
463,due,249,01｜最高頻,,,A 基礎優先,,,,,
464,vessels,249,01｜最高頻,,,A 基礎優先,,,,,
465,line,248,01｜最高頻,n.,線；排隊,B 中高級核心,名詞,—,—,—,
466,moved,248,01｜最高頻,,,A 基礎優先,,,,,
467,petersburg,247,01｜最高頻,,,A 基礎優先,,,,,
468,becomes,245,01｜最高頻,,,A 基礎優先,,,,,
469,rose,243,01｜最高頻,,,A 基礎優先,,,,,
470,vasili,243,01｜最高頻,,,A 基礎優先,,,,,
471,wish,243,01｜最高頻,n.,願望,B 中高級核心,名詞,—,—,—,
472,conditions,242,01｜最高頻,,,A 基礎優先,,,,,
473,system,241,01｜最高頻,n.,系統,B 中高級核心,名詞,—,—,—,
474,tuberculous,241,01｜最高頻,,,A 基礎優先,,,,,
475,drawing,240,01｜最高頻,,,A 基礎優先,,,,,
476,gone,240,01｜最高頻,,,A 基礎優先,,,,,
477,rise,240,01｜最高頻,v.,上升,A 基礎必會,動詞,rose,risen,是,
478,force,239,01｜最高頻,v./n.,迫使,B 中高級核心,動詞；名詞,forced,forced,否,
479,third,239,01｜最高頻,,,A 基礎優先,,,,,
480,king,238,01｜最高頻,,,A 基礎優先,,,,,
481,de,237,01｜最高頻,,,A 基礎優先,,,,,
482,everyone,236,01｜最高頻,,,A 基礎優先,,,,,
483,short,236,01｜最高頻,adj.,短的,B 中高級核心,形容詞,—,—,—,
484,times,236,01｜最高頻,,,A 基礎優先,,,,,
485,black,235,01｜最高頻,adj.,黑色的,A 基礎必會,形容詞,—,—,—,
486,formed,235,01｜最高頻,,,A 基礎優先,,,,,
487,pressure,235,01｜最高頻,n.,壓力,B 中高級核心,名詞,—,—,—,
488,hair,234,01｜最高頻,n.,頭髮,B 中高級核心,名詞,—,—,—,
489,clear,233,01｜最高頻,adj.,清楚的,A 基礎必會,形容詞,—,—,—,
490,fellow,233,01｜最高頻,,,A 基礎優先,,,,,
491,laws,233,01｜最高頻,,,A 基礎優先,,,,,
492,longer,232,01｜最高頻,,,A 基礎優先,,,,,
493,children,231,01｜最高頻,,,A 基礎優先,,,,,
494,remained,231,01｜最高頻,,,A 基礎優先,,,,,
495,help,230,01｜最高頻,v.,幫助,A 基礎必會,動詞,helped,helped,否,
496,ready,230,01｜最高頻,adj.,準備好的,B 中高級核心,形容詞,—,—,—,
497,regiment,230,01｜最高頻,,,A 基礎優先,,,,,
498,forward,229,01｜最高頻,adv.,向前,A 基礎必會,副詞,—,—,—,
499,hundred,229,01｜最高頻,,,A 基礎優先,,,,,
500,results,229,01｜最高頻,,,A 基礎優先,,,,,
501,air,228,01｜最高頻,n.,空氣,A 基礎必會,名詞,—,—,—,
502,military,228,01｜最高頻,,,A 基礎優先,,,,,
503,myself,227,01｜最高頻,,,A 基礎優先,,,,,
504,north,227,01｜最高頻,,,A 基礎優先,,,,,
505,peace,227,01｜最高頻,n.,和平,B 中高級核心,名詞,—,—,—,
506,rode,227,01｜最高頻,,,A 基礎優先,,,,,
507,wounded,227,01｜最高頻,,,A 基礎優先,,,,,
508,answered,226,01｜最高頻,,,A 基礎優先,,,,,
509,beyond,225,01｜最高頻,功能字,超過；在…之外,A 基礎必會,文法／連接／介系詞,—,—,—,
510,crowd,225,01｜最高頻,n.,人群,A 基礎必會,名詞,—,—,—,
511,growth,225,01｜最高頻,n.,成長；增長,B 中高級核心,名詞,—,—,—,
512,tried,225,01｜最高頻,,,A 基礎優先,,,,,
513,lost,224,01｜最高頻,,,A 基礎優先,,,,,
514,news,224,01｜最高頻,n.,新聞,B 中高級核心,名詞,—,—,—,
515,anyone,223,01｜最高頻,,,A 基礎優先,,,,,
516,orders,223,01｜最高頻,,,A 基礎優先,,,,,
517,past,223,01｜最高頻,,,A 基礎優先,,,,,
518,point,223,01｜最高頻,n.,點；觀點,B 中高級核心,名詞,—,—,—,
519,service,223,01｜最高頻,n.,服務,B 中高級核心,名詞,—,—,—,
520,tumour,223,01｜最高頻,,,A 基礎優先,,,,,
521,across,222,01｜最高頻,功能字,穿過,A 基礎必會,文法／連接／介系詞,—,—,—,
522,ah,222,01｜最高頻,,,A 基礎優先,,,,,
523,anatole,222,01｜最高頻,,,A 基礎優先,,,,,
524,interest,222,01｜最高頻,n.,興趣；利息,B 中高級核心,名詞,—,—,—,
525,understood,222,01｜最高頻,,,A 基礎優先,,,,,
526,bed,221,01｜最高頻,n.,床,A 基礎必會,名詞,—,—,—,
527,reached,220,01｜最高頻,,,A 基礎優先,,,,,
528,strange,220,01｜最高頻,,,A 基礎優先,,,,,
529,close,219,01｜最高頻,,,A 基礎優先,,,,,
530,process,219,01｜最高頻,n.,過程,B 中高級核心,名詞,—,—,—,
531,rather,219,01｜最高頻,,,A 基礎優先,,,,,
532,read,219,01｜最高頻,v.,閱讀,A 基礎必會,動詞,read,read,是,
533,sound,219,01｜最高頻,n.,聲音,B 中高級核心,名詞,—,—,—,
534,ten,219,01｜最高頻,,,A 基礎優先,,,,,
535,beside,218,01｜最高頻,功能字,在…旁邊,A 基礎必會,文法／連接／介系詞,—,—,—,
536,frequently,218,01｜最高頻,adv.,頻繁地,A 基礎必會,副詞,—,—,—,
537,happy,218,01｜最高頻,adj.,快樂的,B 中高級核心,形容詞,—,—,—,
538,opinion,218,01｜最高頻,n.,意見,B 中高級核心,名詞,—,—,—,
539,self,218,01｜最高頻,,,A 基礎優先,,,,,
540,spoke,218,01｜最高頻,,,A 基礎優先,,,,,
541,standing,218,01｜最高頻,,,A 基礎優先,,,,,
542,coming,217,01｜最高頻,,,A 基礎優先,,,,,
543,limb,217,01｜最高頻,,,A 基礎優先,,,,,
544,making,217,01｜最高頻,,,A 基礎優先,,,,,
545,opened,217,01｜最高頻,,,A 基礎優先,,,,,
546,presence,217,01｜最高頻,,,A 基礎優先,,,,,
547,trade,217,01｜最高頻,n.,貿易；交易,B 中高級核心,名詞,—,—,—,
548,till,216,01｜最高頻,,,A 基礎優先,,,,,
549,deep,215,01｜最高頻,adj.,深的,A 基礎必會,形容詞,—,—,—,
550,formation,215,01｜最高頻,,,A 基礎優先,,,,,
551,soldier,215,01｜最高頻,,,A 基礎優先,,,,,
552,affairs,214,01｜最高頻,,,A 基礎優先,,,,,
553,aneurysm,214,01｜最高頻,,,A 基礎優先,,,,,
554,operation,214,01｜最高頻,n.,操作；營運；手術,B 中高級核心,名詞,—,—,—,
555,show,213,01｜最高頻,v.,展示,A 基礎必會,動詞,showed,shown/showed,是,
556,wanted,213,01｜最高頻,,,A 基礎優先,,,,,
557,field,212,01｜最高頻,n.,田野；領域；場地,A 基礎必會,名詞,—,—,—,
558,raised,212,01｜最高頻,,,A 基礎優先,,,,,
559,thus,212,01｜最高頻,,,A 基礎優先,,,,,
560,english,211,01｜最高頻,,,A 基礎優先,,,,,
561,slavery,211,01｜最高頻,,,A 基礎優先,,,,,
562,family,210,01｜最高頻,n.,家庭,A 基礎必會,名詞,—,—,—,
563,repeated,210,01｜最高頻,,,A 基礎優先,,,,,
564,stopped,210,01｜最高頻,,,A 基礎優先,,,,,
565,rest,209,01｜最高頻,n.,休息；其餘,B 中高級核心,名詞,—,—,—,
566,wished,209,01｜最高頻,,,A 基礎優先,,,,,
567,following,208,01｜最高頻,,,A 基礎優先,,,,,
568,happened,208,01｜最高頻,,,A 基礎優先,,,,,
569,perhaps,208,01｜最高頻,adv.,也許,B 中高級核心,副詞,—,—,—,
570,turning,208,01｜最高頻,,,A 基礎優先,,,,,
571,colonies,207,01｜最高頻,,,A 基礎優先,,,,,
572,seeing,207,01｜最高頻,,,A 基礎優先,,,,,
573,applied,206,01｜最高頻,,,A 基礎優先,,,,,
574,answer,205,01｜最高頻,,,A 基礎優先,,,,,
575,true,205,01｜最高頻,adj.,真的,B 中高級核心,形容詞,—,—,—,
576,muscles,204,01｜最高頻,,,A 基礎優先,,,,,
577,affected,203,01｜最高頻,,,A 基礎優先,,,,,
578,events,203,01｜最高頻,,,A 基礎優先,,,,,
579,neck,203,01｜最高頻,,,A 基礎優先,,,,,
580,occur,203,01｜最高頻,v.,發生,B 中高級核心,動詞,occured,occured,否,
581,period,203,01｜最高頻,n.,期間；句點,B 中高級核心,名詞,—,—,—,
582,talking,203,01｜最高頻,,,A 基礎優先,,,,,
583,kind,202,01｜最高頻,n.,種類,B 中高級核心,名詞,—,—,—,
584,revolution,202,01｜最高頻,,,A 基礎優先,,,,,
585,able,201,01｜最高頻,adj.,能夠的,A 基礎必會,形容詞,—,—,—,
586,else,201,01｜最高頻,,,A 基礎優先,,,,,
587,won,201,01｜最高頻,,,A 基礎優先,,,,,
588,foot,200,01｜最高頻,n.,腳；英尺,A 基礎必會,名詞,—,—,—,
589,cut,199,01｜最高頻,v.,切,A 基礎必會,動詞,cut,cut,是,
590,appeared,197,01｜最高頻,,,A 基礎優先,,,,,
591,call,197,01｜最高頻,v.,打電話；稱呼,A 基礎必會,動詞,called,called,否,
592,rapidly,197,01｜最高頻,,,A 基礎優先,,,,,
593,associated,196,01｜最高頻,,,A 基礎優先,,,,,
594,german,196,01｜最高頻,,,A 基礎優先,,,,,
595,husband,196,01｜最高頻,n.,丈夫,B 中高級核心,名詞,—,—,—,
596,led,196,01｜最高頻,,,A 基礎優先,,,,,
597,lower,196,01｜最高頻,,,A 基礎優先,,,,,
598,southern,196,01｜最高頻,,,A 基礎優先,,,,,
599,abscess,195,01｜最高頻,,,A 基礎優先,,,,,
600,terrible,195,01｜最高頻,,,A 基礎優先,,,,,
601,york,195,01｜最高頻,,,A 基礎優先,,,,,
602,least,194,01｜最高頻,,,A 基礎優先,,,,,
603,lymph,194,01｜最高頻,,,A 基礎優先,,,,,
604,returned,194,01｜最高頻,,,A 基礎優先,,,,,
605,russia,193,01｜最高頻,,,A 基礎優先,,,,,
606,spread,193,01｜最高頻,v.,傳播,B 中高級核心,動詞,spread,spread,是,
607,company,192,01｜最高頻,n.,公司,A 基礎必會,名詞,—,—,—,
608,local,192,01｜最高頻,adj.,當地的,B 中高級核心,形容詞,—,—,—,
609,middle,192,01｜最高頻,n.,中間,B 中高級核心,名詞,—,—,—,
610,attention,191,01｜最高頻,n.,注意,A 基礎必會,名詞,—,—,—,
611,features,191,01｜最高頻,,,A 基礎優先,,,,,
612,noticed,191,01｜最高頻,,,A 基礎優先,,,,,
613,reason,191,01｜最高頻,n.,原因；理由,B 中高級核心,名詞,—,—,—,
614,campaign,190,01｜最高頻,n.,活動；競選,A 基礎必會,名詞,—,—,—,
615,ff,190,01｜最高頻,,,A 基礎優先,,,,,
616,return,190,01｜最高頻,v.,返回；歸還,A 基礎必會,動詞,returned,returned,否,
617,wall,190,01｜最高頻,n.,牆,B 中高級核心,名詞,—,—,—,
618,merely,189,01｜最高頻,,,A 基礎優先,,,,,
619,re,189,01｜最高頻,,,A 基礎優先,,,,,
620,tumours,189,01｜最高頻,,,A 基礎優先,,,,,
621,silent,188,01｜最高頻,,,A 基礎優先,,,,,
622,steps,188,01｜最高頻,,,A 基礎優先,,,,,
623,turn,188,01｜最高頻,,,A 基礎優先,,,,,
624,whose,188,01｜最高頻,功能字,誰的,A 基礎必會,文法／連接／介系詞,—,—,—,
625,effect,187,01｜最高頻,n.,效果；影響,A 基礎必會,名詞,—,—,—,
